error_pct,jct,ttft,preemptions,jain_fairness,starvation_pct,timed_out_pct,jct_p95,jct_p99
0,29.9852,29.82,0,0.165,9.8,9.2,235.6709,294.2452
20,20.4715,20.3037,388,0.1472,9.73,10.6,132.5045,245.84
40,19.8318,19.6638,385,0.1501,9.97,10.7,124.3248,239.8998
60,20.2817,20.1138,368,0.1465,9.85,10.7,123.7436,246.1046
80,20.1396,19.9729,353,0.1411,9.73,10.6,120.8031,255.6512
