error_pct,jct,ttft,preemptions,jain_fairness,starvation_pct,timed_out_pct,jct_p95,jct_p99
0,76.1076,75.9624,0,0.5793,1.5,0.1,198.5446,238.076
20,76.8756,76.7256,388,0.5814,1.4,0.0,196.2816,238.2798
40,76.7936,76.6436,388,0.577,1.6,0.0,197.2757,239.2424
60,76.8746,76.7246,388,0.5704,1.6,0.0,202.6565,238.3061
80,76.9406,76.7906,388,0.5644,2.0,0.0,205.3849,240.4152
