error_pct,jct,ttft,preemptions,jain_fairness,starvation_pct,timed_out_pct,jct_p95,jct_p99
0,128.2247,123.0923,0,0.5762,0.0,79.6,290.3436,297.0337
20,123.9193,118.8016,92,0.5638,0.0,79.6,291.7045,297.3876
40,122.4166,117.4262,84,0.5568,0.0,79.2,290.3373,298.8011
60,119.2559,114.5448,76,0.5488,0.0,78.2,289.039,295.5357
80,113.6055,109.1856,69,0.5194,0.0,76.9,291.588,298.3562
