error_pct,jct,ttft,preemptions,jain_fairness,starvation_pct,timed_out_pct,jct_p95,jct_p99
0,244.5933,242.926,0,0.8752,0.0,51.3,303.8374,310.0837
20,244.5933,242.926,190,0.8752,0.0,51.3,303.8374,310.0837
40,244.5933,242.926,190,0.8752,0.0,51.3,303.8374,310.0837
60,244.5933,242.926,190,0.8752,0.0,51.3,303.8374,310.0837
80,244.5933,242.926,190,0.8752,0.0,51.3,303.8374,310.0837
