error_pct,jct,ttft,preemptions,jain_fairness,starvation_pct,timed_out_pct,jct_p95,jct_p99
0,176.748,176.3729,0,0.7675,0.0,5.9,299.041,300.6542
20,176.748,176.3729,363,0.7675,0.0,5.9,299.041,300.6542
40,176.748,176.3729,363,0.7675,0.0,5.9,299.041,300.6542
60,176.748,176.3729,363,0.7675,0.0,5.9,299.041,300.6542
80,176.748,176.3729,363,0.7675,0.0,5.9,299.041,300.6542
