error_pct,jct,ttft,preemptions,jain_fairness,starvation_pct,timed_out_pct,jct_p95,jct_p99
0,101.4535,101.1878,0,0.5339,0.0,4.8,278.1113,297.3382
20,102.3173,102.0518,362,0.5418,0.0,4.7,274.337,294.3011
40,102.6628,102.3928,367,0.5444,0.0,4.8,275.3142,295.8723
60,101.1976,100.9254,372,0.5356,0.0,5.2,271.4605,296.1609
80,98.6687,98.393,374,0.5186,0.64,5.7,271.4586,292.657
